Cliente,Modelo,Silhouette,Davies Bouldin,Calinski Harabasz
Cliente1,KMeans,0.39916327334213136,1.176228021598728,10274.175158414835
Cliente2,KMeans,0.3124138686296743,1.5977327030298918,5083.9032067576845
Cliente3,KMeans,0.36519268088431306,1.5051256294437139,3105.804376544413
Cliente4,KMeans,0.23978222795486934,1.6139610326607445,3572.435752286798
Cliente5,KMeans,0.24430645101707693,1.7521491401994613,3785.433697628075
Cliente6,KMeans,0.4504091438310574,0.945422207189915,4419.013425939863
Cliente7,KMeans,0.4126890251684084,1.0998129580481324,10330.67816477429
Cliente8,KMeans,0.43237802927456764,1.0281130192320778,11726.722275480663
Cliente9,KMeans,0.22767917452251413,1.8304817394568786,3585.1011891821177
Cliente10,KMeans,0.32089943594875175,1.3534317907913709,4804.365189472528
Cliente11,KMeans,0.3431025756930604,1.2848255278541527,7262.703574102249
Cliente12,KMeans,0.24165837990202313,1.7638316327342936,3776.8227030585313
Cliente13,KMeans,0.30300003225817607,1.4776198748697256,5101.577486481219
Cliente14,KMeans,0.5575732118355204,0.9322523718819978,2924.471278517006
Cliente15,KMeans,0.2192519778253847,1.8862554170310735,2240.6617078797367
Cliente16,KMeans,0.22574469246690326,1.8498915066704988,2251.758338386748
Cliente17,KMeans,0.38226860404304563,1.1741222311344996,6260.922152437692
Cliente18,KMeans,0.3442453609144034,1.2503306884657128,4734.832809064521
Cliente19,KMeans,0.22848931215252724,1.8389633342648577,2272.044921043766
Cliente20,KMeans,0.4621546293965341,0.9478500936294731,10803.550953855762
Cliente21,KMeans,0.37615244394452685,1.2034562520497762,8791.563606583859
Cliente22,KMeans,0.24251247559200134,1.782620675113651,2278.499364933109
Cliente23,KMeans,0.32089943594875175,1.3534317907913709,4804.365189472528
Cliente24,KMeans,0.4423018373341092,1.103918861108764,9318.949357935713
Cliente25,KMeans,0.40724803737007914,1.038611765057331,7321.472862423463
Cliente26,KMeans,0.42478448154937226,1.0161899863119335,8110.322527404629
Cliente27,KMeans,0.3736598328058332,1.2300169545886666,6830.4057860301145
Cliente28,KMeans,0.42884402690424045,1.0825999436276834,7437.173204156803
Cliente29,KMeans,0.236792322014331,1.8133869057591483,4920.281702471143
Cliente30,KMeans,0.4898422363203064,0.9163476824709565,10225.887237297806
Cliente1,DBSCAN,0.10320662817158907,1.7275753375612266,912.8829860286053
Cliente2,DBSCAN,-0.007814208109276391,1.651296580260315,228.4197468695789
Cliente3,DBSCAN,0.24290317005093306,2.141196853851067,355.03377893287075
Cliente4,DBSCAN,-0.07906792299076051,2.877363902642123,446.27537159929153
Cliente5,DBSCAN,-0.012442943613827716,3.1937226639403096,598.5167323662963
Cliente6,DBSCAN,0.2445859676670654,1.9514641498352683,445.08598523677125
Cliente7,DBSCAN,0.0722449820541954,2.193682062434917,683.8229637973697
Cliente8,DBSCAN,0.06378308719304485,2.659123224658451,1179.4670166291019
Cliente9,DBSCAN,-0.10381664641507891,2.758220198584758,300.17210420403524
Cliente10,DBSCAN,0.07599677419662008,2.0413310443524098,391.45176224741124
Cliente11,DBSCAN,-0.10633789913103969,2.5355412144212988,506.9357172447539
Cliente12,DBSCAN,-0.054089439059097716,2.6491510569383174,334.8852337701916
Cliente13,DBSCAN,-0.04048376696990715,2.5973569402320273,399.07577345800826
Cliente14,DBSCAN,-0.011270435720665804,2.7132331191836077,574.8962739694744
Cliente15,DBSCAN,-0.2006024830618174,2.5708309573145636,180.9422149090896
Cliente16,DBSCAN,-0.12638930420019556,3.0624923451736774,251.4770861651229
Cliente17,DBSCAN,0.23973432769858394,1.6160695883362608,630.8736224397687
Cliente18,DBSCAN,0.15996804659153724,2.1862967537132967,585.8815485457683
Cliente19,DBSCAN,-0.10105297401157803,3.071343341279528,270.9930736544857
Cliente20,DBSCAN,0.0287715578128,2.237242964722549,815.8011795100913
Cliente21,DBSCAN,0.008764028366952935,2.329783748091011,533.0515041701699
Cliente22,DBSCAN,-0.05821288282555655,3.015068074854005,393.6997706959226
Cliente23,DBSCAN,0.07599677419662008,2.0413310443524098,391.45176224741124
Cliente24,DBSCAN,0.2049004833900808,1.4080775853401852,3022.3535817435363
Cliente25,DBSCAN,0.02179041141048277,2.6787277596518897,885.1127580726946
Cliente26,DBSCAN,0.0776590677688754,2.374539579157633,1525.2716201838077
Cliente27,DBSCAN,0.07259684776689161,1.7384549448738895,502.4888390796468
Cliente28,DBSCAN,0.013661366430214364,1.9022341441276784,469.75739130846955
Cliente29,DBSCAN,-0.00817225566809399,2.7238614738854796,501.4023890422827
Cliente30,DBSCAN,0.25399803460366466,1.594027890124451,5893.300981551046
Cliente1,Birch,0.39916327334213136,1.176228021598728,10274.175158414835
Cliente2,Birch,0.2978062967777306,1.6458796545075005,4468.240379791757
Cliente3,Birch,0.5857202137137275,0.6595568760152487,2385.670073941278
Cliente4,Birch,0.22786439651065243,1.821440206537945,3759.6164200798676
Cliente5,Birch,0.41871324622975503,0.9584483306119714,3154.0329450045324
Cliente6,Birch,0.45043035481329935,0.9439446165469701,4418.368559413327
Cliente7,Birch,0.4117264407125081,1.0944748233950108,10179.758566453736
Cliente8,Birch,0.43008837859636045,1.0342765128779303,11613.026477128498
Cliente9,Birch,0.38242308028861577,1.1325576430866535,1460.6162077716617
Cliente10,Birch,0.31892080036652093,1.3365561425077448,4721.765632857225
Cliente11,Birch,0.3458984394369854,1.2632690724971047,6893.362076017367
Cliente12,Birch,0.25971114347066937,1.563689729595991,1741.8518261685765
Cliente13,Birch,0.30347671839961327,1.4728463256564432,5097.851286392556
Cliente14,Birch,0.5370089305935105,1.021856588605617,2854.798931289111
Cliente15,Birch,0.08963284667164284,3.0065806412217313,931.4510146573414
Cliente16,Birch,0.2209093075960004,1.721817432456729,873.8509191267534
Cliente17,Birch,0.3822192793624056,1.1738405408631862,6259.141244850921
Cliente18,Birch,0.3273973175672897,1.259586952164807,4211.348295739858
Cliente19,Birch,0.32181188258734644,1.3381358778333754,862.3622450955014
Cliente20,Birch,0.4621317614348326,0.9466240461649882,10793.658755510914
Cliente21,Birch,0.37804072188377763,1.1446726582466349,8530.640796365207
Cliente22,Birch,0.45202284423325745,1.076834374436251,1763.4597876403623
Cliente23,Birch,0.31892080036652093,1.3365561425077448,4721.765632857225
Cliente24,Birch,0.5300059843667264,0.7841644203032798,4719.675075301142
Cliente25,Birch,0.4029271023415967,1.0419799221490023,7049.804175755589
Cliente26,Birch,0.4123728613959932,1.058811330178157,7944.846025717896
Cliente27,Birch,0.4825699455973565,0.7140693573160706,2956.0747581815986
Cliente28,Birch,0.4203431603169379,1.1160366513734514,7350.566185879846
Cliente29,Birch,0.4796179732463372,0.8494184077510596,4207.678207406747
Cliente30,Birch,0.5146098148068459,0.7309719126577461,4253.5699275917295
Cliente1,MiniBatchKMeans,0.2420673113442384,1.8532954592188595,4927.45559311713
Cliente2,MiniBatchKMeans,0.24321259425706307,1.800644003181687,4968.639196579477
Cliente3,MiniBatchKMeans,0.2579512351438979,1.7401188443458249,2853.3479582520763
Cliente4,MiniBatchKMeans,0.1630714695746213,2.1548767561908386,2807.1514034885963
Cliente5,MiniBatchKMeans,0.24430645101707693,1.7521491401994613,3785.433697628075
Cliente6,MiniBatchKMeans,0.250306945474199,1.7669830782711835,2853.3251272074
Cliente7,MiniBatchKMeans,0.4129605727536676,1.097462058089787,10330.32271512421
Cliente8,MiniBatchKMeans,0.4323574711155974,1.028253777180521,11726.71208907186
Cliente9,MiniBatchKMeans,0.1685329946840278,2.2509938868462074,2411.8681332619403
Cliente10,MiniBatchKMeans,0.320879103225761,1.35385303204914,4804.23256688445
Cliente11,MiniBatchKMeans,0.23104686583522716,1.872028258920721,4926.966103585311
Cliente12,MiniBatchKMeans,0.18677486202462354,2.0641012338759928,2803.5875029231665
Cliente13,MiniBatchKMeans,0.21063940202295006,2.0230748596634487,4091.7160312187734
Cliente14,MiniBatchKMeans,0.23105867699525084,2.0693477960639957,1687.4314842227216
Cliente15,MiniBatchKMeans,0.2192519778253847,1.8862554170310735,2240.6617078797367
Cliente16,MiniBatchKMeans,0.1514722363435006,2.206055659565952,1637.6748292224067
Cliente17,MiniBatchKMeans,0.38226860404304563,1.1741222311344996,6260.922152437692
Cliente18,MiniBatchKMeans,0.23559735893748102,1.8442900707425618,2853.549596664711
Cliente19,MiniBatchKMeans,0.14712548207444465,2.342410261435239,1454.589144080966
Cliente20,MiniBatchKMeans,0.4621546293965341,0.9478500936294731,10803.550953855762
Cliente21,MiniBatchKMeans,0.37495638983873886,1.2126714652478652,8787.752396743532
Cliente22,MiniBatchKMeans,0.24033019184486368,1.8063834870578066,2246.3549894874823
Cliente23,MiniBatchKMeans,0.32095908214810115,1.3522140731914347,4804.255226066868
Cliente24,MiniBatchKMeans,0.44250470222303573,1.101350021271032,9318.172439568682
Cliente25,MiniBatchKMeans,0.262784395177323,1.7202770609996862,4919.8062676041245
Cliente26,MiniBatchKMeans,0.42324479389914005,1.0219529121930617,8107.661996557782
Cliente27,MiniBatchKMeans,0.2497033143368979,1.801031522649796,5090.149215770808
Cliente28,MiniBatchKMeans,0.24363888930410774,1.803523158532741,4925.7429553540105
Cliente29,MiniBatchKMeans,0.236792322014331,1.8133869057591483,4920.281702471143
Cliente30,MiniBatchKMeans,0.4902430451897474,0.9147529681202944,10225.307771459367
Cliente1,Spectral,0.39916327334213136,1.176228021598728,10274.175158414835
Cliente2,Spectral,0.6156481112760984,0.5497228316312199,90.09466492213718
Cliente3,Spectral,0.5857202137137275,0.6595568760152487,2385.670073941278
Cliente4,Spectral,0.2279572692033595,1.8173577393458231,3775.2134286230807
Cliente5,Spectral,0.41871324622975503,0.9584483306119714,3154.0329450045324
Cliente6,Spectral,0.45043035481329935,0.9439446165469701,4418.368559413327
Cliente7,Spectral,0.41615298960211733,1.0530786077361987,10135.924689963504
Cliente8,Spectral,0.43237802927456764,1.0281130192320778,11726.722275480663
Cliente9,Spectral,0.2275654616557713,1.8311081316792805,3581.5770320321453
Cliente10,Spectral,0.31892080036652093,1.3365561425077448,4721.765632857225
Cliente11,Spectral,0.5229466598450031,0.651006572346173,432.71978357677006
Cliente12,Spectral,0.5319935351529775,0.5786501913741624,286.94407431531334
Cliente13,Spectral,0.2724095152010482,1.396032292089425,3499.4477451075045
Cliente14,Spectral,0.5721874441090555,0.8364815172205631,2750.519383794938
Cliente15,Spectral,0.2192519778253847,1.8862554170310735,2240.6617078797367
Cliente16,Spectral,0.22574469246690326,1.8498915066704988,2251.758338386748
Cliente17,Spectral,0.3822192793624056,1.1738405408631862,6259.141244850921
Cliente18,Spectral,0.34426527318005495,1.2497674994646608,4734.48303270951
Cliente19,Spectral,0.22848931215252724,1.8389633342648577,2272.044921043766
Cliente20,Spectral,0.46213125784198916,0.9467542757246256,10795.236385554339
Cliente21,Spectral,0.37804072188377763,1.1446726582466349,8530.640796365207
Cliente22,Spectral,0.24251247559200134,1.782620675113651,2278.499364933109
Cliente23,Spectral,0.31892080036652093,1.3365561425077448,4721.765632857225
Cliente24,Spectral,0.5300059843667264,0.7841644203032798,4719.675075301142
Cliente25,Spectral,0.43664369274809667,0.8822038111454351,3271.0383516564407
Cliente26,Spectral,0.44771261958852315,0.8556613493944625,3381.2303029517825
Cliente27,Spectral,0.48862769303909237,0.6524299215008964,2786.8688696689155
Cliente28,Spectral,0.43844688997912135,0.9620436141323947,6322.6887967071025
Cliente29,Spectral,0.4796179732463372,0.8494184077510596,4207.678207406747
Cliente30,Spectral,0.5146098148068459,0.7309719126577461,4253.5699275917295
